student_id,variable,value
24136,county,2
24136,male,1
24136,race,2
24137,age,38
24137,county,2
24137,male,0
24137,race,2
24138,age,23
24138,county,2
24138,male,0
24138,race,2
24139,age,34
24139,county,2
24139,male,0
24139,race,2
24140,age,26
24140,county,2
24140,male,1
24140,race,2
24141,age,40
24141,county,2
24141,male,1
24141,race,2
24142,age,19
24142,county,2
24142,male,1
24142,race,2
24143,age,25
24143,county,2
24143,male,0
24143,race,2
24144,age,37
24144,county,2
24144,male,0
24144,race,2
24145,age,22
24145,county,2
24145,male,1
24145,race,2
24146,age,37
24146,county,2
24146,male,0
24146,race,2
24147,age,28
24147,county,2
24147,male,0
24147,race,2
24148,age,22
24148,county,2
24148,male,0
24148,race,2
24149,age,21
24149,county,2
24149,male,0
24149,race,2
24150,age,22
24150,county,2
24150,male,1
24150,race,2
24151,age,32
24151,county,2
24151,male,0
24151,race,2
24152,age,40
24152,county,2
24152,male,1
24152,race,2
24153,age,33
24153,county,2
24153,male,1
24153,race,2
24154,age,31
24154,county,2
24154,male,0
24154,race,2
24155,age,40
24155,county,2
24155,male,0
24155,race,2
24156,age,19
24156,county,2
24156,male,0
24156,race,2
24157,age,35
24157,county,2
24157,male,0
24157,race,2
24158,age,32
24158,county,2
24158,male,0
24158,race,2
24159,age,31
24159,county,2
24159,male,0
24159,race,2
24160,age,39
24160,county,2
24160,male,1
24160,race,2
24161,age,18
24161,county,2
24161,male,0
24161,race,2
24162,age,38
24162,county,2
24162,male,0
24162,race,2
24163,age,22
24163,county,2
24163,male,1
24163,race,2
24164,age,24
24164,county,2
24164,male,1
24164,race,2
24165,age,21
24165,county,2
24165,male,0
24165,race,2
24166,age,26
24166,county,2
24166,male,1
24166,race,2
24167,age,25
24167,county,2
24167,male,0
24167,race,2
24168,age,21
24168,county,2
24168,male,0
24168,race,2
24169,age,24
24169,county,2
24169,male,0
24169,race,2
24170,age,22
24170,county,2
24170,male,1
24170,race,2
24171,age,18
24171,county,2
24171,male,0
24171,race,2
24172,age,35
24172,county,2
24172,male,1
24172,race,2
24173,age,35
24173,county,2
24173,male,0
24173,race,2
24174,age,38
24174,county,2
24174,male,1
24174,race,2
24175,age,24
24175,county,2
24175,male,0
24175,race,2
24176,age,32
24176,county,2
24176,male,1
24176,race,2
24177,age,25
24177,county,2
24177,male,1
24177,race,2
24178,age,24
24178,county,2
24178,male,1
24178,race,2
24179,age,27
24179,county,2
24179,male,1
24179,race,2
24180,age,21
24180,county,2
24180,male,1
24180,race,2
24181,age,33
24181,county,2
24181,male,1
24181,race,2
24182,age,40
24182,county,2
24182,male,0
24182,race,2
24183,age,24
24183,county,2
24183,male,0
24183,race,2
24184,age,30
24184,county,2
24184,male,0
24184,race,2
24185,age,19
24185,county,2
24185,male,1
24185,race,2
24186,age,26
24186,county,2
24186,male,0
24186,race,2
24187,age,33
24187,county,2
24187,male,0
24187,race,2
24188,age,39
24188,county,2
24188,male,0
24188,race,2
24189,age,19
24189,county,2
24189,male,1
24189,race,2
24190,age,25
24190,county,2
24190,male,0
24190,race,2
24191,age,38
24191,county,2
24191,male,0
24191,race,2
24192,age,18
24192,county,2
24192,male,0
24192,race,2
24193,age,39
24193,county,2
24193,male,1
24193,race,2
24194,age,21
24194,county,2
24194,male,0
24194,race,2
24195,age,27
24195,county,2
24195,male,0
24195,race,2
24196,age,30
24196,county,2
24196,male,1
24196,race,2
24197,age,28
24197,county,2
24197,male,0
24197,race,2
24198,age,22
24198,county,2
24198,male,0
24198,race,2
24199,age,32
24199,county,2
24199,male,1
24199,race,2
24200,age,23
24200,county,2
24200,male,1
24200,race,2
24201,age,24
24201,county,2
24201,male,0
24201,race,2
24202,age,39
24202,county,2
24202,male,0
24202,race,2
24203,age,22
24203,county,2
24203,male,0
24203,race,2
24204,age,19
24204,county,2
24204,male,0
24204,race,2
24205,age,24
24205,county,2
24205,male,1
24205,race,2
24206,age,23
24206,county,2
24206,male,0
24206,race,2
24207,age,33
24207,county,2
24207,male,0
24207,race,2
24208,age,26
24208,county,2
24208,male,0
24208,race,2
24209,age,21
24209,county,2
24209,male,0
24209,race,2
24210,age,24
24210,county,2
24210,male,0
24210,race,2
24211,age,22
24211,county,2
24211,male,1
24211,race,2
24212,age,34
24212,county,2
24212,male,1
24212,race,2
24213,age,22
24213,county,2
24213,male,1
24213,race,2
24214,age,20
24214,county,2
24214,male,0
24214,race,2
24215,age,37
24215,county,2
24215,male,1
24215,race,2
24216,age,28
24216,county,2
24216,male,0
24216,race,2
24217,age,40
24217,county,2
24217,male,1
24217,race,2
24218,age,19
24218,county,2
24218,male,0
24218,race,2
24219,age,37
24219,county,2
24219,male,0
24219,race,2
24220,age,22
24220,county,2
24220,male,0
24220,race,2
24221,age,31
24221,county,2
24221,male,0
24221,race,2
24222,age,24
24222,county,2
24222,male,0
24222,race,2
24223,age,22
24223,county,2
24223,male,0
24223,race,2
24224,age,37
24224,county,2
24224,male,0
24224,race,2
24225,age,25
24225,county,2
24225,male,1
24225,race,2
24226,age,25
24226,county,2
24226,male,1
24226,race,2
24227,age,35
24227,county,2
24227,male,1
24227,race,2
24228,age,38
24228,county,2
24228,male,1
24228,race,2
24229,age,26
24229,county,2
24229,male,0
24229,race,2
24230,age,35
24230,county,2
24230,male,0
24230,race,2
24231,age,25
24231,county,2
24231,male,0
24231,race,2
24232,age,38
24232,county,2
24232,male,1
24232,race,2
24233,age,38
24233,county,2
24233,male,1
24233,race,2
24234,age,25
24234,county,2
24234,male,1
24234,race,2
24235,age,28
24235,county,2
24235,male,1
24235,race,2
24236,age,34
24236,county,2
24236,male,1
24236,race,2
24237,age,22
24237,county,2
24237,male,1
24237,race,2
24238,age,34
24238,county,2
24238,male,0
24238,race,2
24239,age,35
24239,county,2
24239,male,0
24239,race,2
24240,age,22
24240,county,2
24240,male,1
24240,race,2
24241,age,23
24241,county,2
24241,male,0
24241,race,2
24242,age,32
24242,county,2
24242,male,0
24242,race,2
24243,age,27
24243,county,2
24243,male,1
24243,race,2
24244,age,24
24244,county,2
24244,male,0
24244,race,2
24245,age,30
24245,county,2
24245,male,0
24245,race,2
24246,age,22
24246,county,2
24246,male,1
24246,race,2
24247,age,28
24247,county,2
24247,male,0
24247,race,2
24248,age,31
24248,county,2
24248,male,0
24248,race,2
24249,age,24
24249,county,2
24249,male,1
24249,race,2
24250,age,21
24250,county,2
24250,male,0
24250,race,2
24251,age,33
24251,county,2
24251,male,1
24251,race,2
24252,age,40
24252,county,2
24252,male,1
24252,race,2
24253,age,25
24253,county,2
24253,male,1
24253,race,2
24254,age,25
24254,county,2
24254,male,1
24254,race,2
24255,age,22
24255,county,2
24255,male,0
24255,race,2
24256,age,33
24256,county,2
24256,male,0
24256,race,2
24257,age,26
24257,county,2
24257,male,1
24257,race,2
24258,age,34
24258,county,2
24258,male,1
24258,race,2
24259,age,25
24259,county,2
24259,male,1
24259,race,2
24260,age,36
24260,county,2
24260,male,1
24260,race,2
24261,age,31
24261,county,2
24261,male,0
24261,race,2
24262,age,23
24262,county,2
24262,male,1
24262,race,2
24263,age,28
24263,county,2
24263,male,1
24263,race,2
24264,age,23
24264,county,2
24264,male,0
24264,race,2
24265,age,40
24265,county,2
24265,male,1
24265,race,2
24266,age,36
24266,county,2
24266,male,0
24266,race,2
24267,age,23
24267,county,2
24267,male,1
24267,race,2
24268,age,18
24268,county,2
24268,male,1
24268,race,2
24269,age,26
24269,county,2
24269,male,1
24269,race,2
24270,age,37
24270,county,2
24270,male,0
24270,race,2
24271,age,25
24271,county,2
24271,male,1
24271,race,2
24272,age,26
24272,county,2
24272,male,1
24272,race,2
24273,age,21
24273,county,2
24273,male,0
24273,race,2
24274,age,38
24274,county,2
24274,male,0
24274,race,2
24275,age,39
24275,county,2
24275,male,0
24275,race,2
24276,age,31
24276,county,2
24276,male,1
24276,race,2
24277,age,19
24277,county,2
24277,male,1
24277,race,2
24278,age,39
24278,county,2
24278,male,0
24278,race,2
24279,age,40
24279,county,2
24279,male,0
24279,race,2
24280,age,18
24280,county,2
24280,male,1
24280,race,2
24281,age,21
24281,county,2
24281,male,0
24281,race,2
24282,age,29
24282,county,2
24282,male,0
24282,race,2
24283,age,21
24283,county,2
24283,male,1
24283,race,2
24284,age,38
24284,county,2
24284,male,1
24284,race,2
24285,age,25
24285,county,2
24285,male,1
24285,race,2
24286,age,37
24286,county,2
24286,male,0
24286,race,2
24287,age,30
24287,county,2
24287,male,1
24287,race,2
24288,age,26
24288,county,2
24288,male,1
24288,race,2
24289,age,25
24289,county,2
24289,male,0
24289,race,2
24290,age,24
24290,county,2
24290,male,0
24290,race,2
24291,age,34
24291,county,2
24291,male,0
24291,race,2
24292,age,27
24292,county,2
24292,male,1
24292,race,2
24293,age,32
24293,county,2
24293,male,1
24293,race,2
24294,age,33
24294,county,2
24294,male,1
24294,race,2
24295,age,18
24295,county,2
24295,male,1
24295,race,2
24296,age,18
24296,county,2
24296,male,1
24296,race,2
24297,age,31
24297,county,2
24297,male,0
24297,race,2
24298,age,23
24298,county,2
24298,male,1
24298,race,2
24299,age,36
24299,county,2
24299,male,0
24299,race,2
24300,age,32
24300,county,2
24300,male,1
24300,race,2
24301,age,35
24301,county,2
24301,male,1
24301,race,2
24302,age,23
24302,county,2
24302,male,0
24302,race,2
24303,age,32
24303,county,2
24303,male,1
24303,race,2
24304,age,22
24304,county,2
24304,male,1
24304,race,2
24305,age,26
24305,county,2
24305,male,1
24305,race,2
24306,age,21
24306,county,2
24306,male,0
24306,race,2
24307,age,40
24307,county,2
24307,male,1
24307,race,2
24308,age,25
24308,county,2
24308,male,0
24308,race,2
24309,age,38
24309,county,2
24309,male,0
24309,race,2
24310,age,27
24310,county,2
24310,male,0
24310,race,2
24311,age,25
24311,county,2
24311,male,0
24311,race,2
24312,age,23
24312,county,2
24312,male,1
24312,race,2
24313,age,26
24313,county,2
24313,male,1
24313,race,2
24314,age,31
24314,county,2
24314,male,1
24314,race,2
24315,age,28
24315,county,2
24315,male,0
24315,race,2
24316,age,27
24316,county,2
24316,male,1
24316,race,2
24317,age,25
24317,county,2
24317,male,0
24317,race,2
24318,age,29
24318,county,2
24318,male,1
24318,race,2
24319,age,22
24319,county,2
24319,male,0
24319,race,2
24320,age,19
24320,county,2
24320,male,1
24320,race,2
24321,age,18
24321,county,2
24321,male,0
24321,race,2
24322,age,32
24322,county,2
24322,male,0
24322,race,2
24323,age,22
24323,county,2
24323,male,0
24323,race,2
24324,age,35
24324,county,2
24324,male,1
24324,race,2
24325,age,32
24325,county,2
24325,male,1
24325,race,2
24326,age,24
24326,county,2
24326,male,0
24326,race,2
24327,age,21
24327,county,2
24327,male,1
24327,race,2
24328,age,35
24328,county,2
24328,male,0
24328,race,2
24329,age,35
24329,county,2
24329,male,1
24329,race,2
24330,age,21
24330,county,2
24330,male,0
24330,race,2
24331,age,21
24331,county,2
24331,male,0
24331,race,2
24332,age,29
24332,county,2
24332,male,0
24332,race,2
24333,age,30
24333,county,2
24333,male,0
24333,race,2
24334,age,40
24334,county,2
24334,male,1
24334,race,2
24335,age,39
24335,county,2
24335,male,1
24335,race,2
24336,age,33
24336,county,2
24336,male,0
24336,race,2
24337,age,30
24337,county,2
24337,male,1
24337,race,2
24338,age,38
24338,county,2
24338,male,1
24338,race,2
24339,age,25
24339,county,2
24339,male,0
24339,race,2
24340,age,40
24340,county,2
24340,male,0
24340,race,2
24341,age,28
24341,county,2
24341,male,1
24341,race,2
24342,age,29
24342,county,2
24342,male,0
24342,race,2
24343,age,30
24343,county,2
24343,male,0
24343,race,2
24344,age,22
24344,county,2
24344,male,1
24344,race,2
24345,age,37
24345,county,2
24345,male,1
24345,race,2
24346,age,30
24346,county,2
24346,male,1
24346,race,2
24347,age,32
24347,county,2
24347,male,1
24347,race,2
24348,age,33
24348,county,2
24348,male,1
24348,race,2
24349,age,35
24349,county,2
24349,male,0
24349,race,2
24350,age,35
24350,county,2
24350,male,1
24350,race,2
24351,age,40
24351,county,2
24351,male,1
24351,race,2
24352,age,19
24352,county,2
24352,male,0
24352,race,2
24353,age,32
24353,county,2
24353,male,1
24353,race,2
24354,age,24
24354,county,2
24354,male,0
24354,race,2
24355,age,19
24355,county,2
24355,male,1
24355,race,2
24356,age,33
24356,county,2
24356,male,1
24356,race,2
24357,age,25
24357,county,2
24357,male,1
24357,race,2
24358,age,24
24358,county,2
24358,male,0
24358,race,2
24359,age,31
24359,county,2
24359,male,1
24359,race,2
24360,age,29
24360,county,2
24360,male,1
24360,race,2
24361,age,39
24361,county,2
24361,male,0
24361,race,2
24362,age,36
24362,county,2
24362,male,0
24362,race,2
24363,age,22
24363,county,2
24363,male,1
24363,race,2
24364,age,20
24364,county,2
24364,male,0
24364,race,2
24365,age,40
24365,county,2
24365,male,0
24365,race,2
24366,age,18
24366,county,2
24366,male,1
24366,race,2
24367,age,33
24367,county,2
24367,male,0
24367,race,2
24368,age,23
24368,county,2
24368,male,1
24368,race,2
24369,age,33
24369,county,2
24369,male,1
24369,race,2
24370,age,31
24370,county,2
24370,male,1
24370,race,2
24371,age,32
24371,county,2
24371,male,0
24371,race,2
24372,age,33
24372,county,2
24372,male,1
24372,race,2
24373,age,37
24373,county,2
24373,male,1
24373,race,2
24374,age,34
24374,county,2
24374,male,1
24374,race,2
24375,age,35
24375,county,2
24375,male,1
24375,race,2
24376,age,20
24376,county,2
24376,male,0
24376,race,2
24377,age,38
24377,county,2
24377,male,0
24377,race,2
24378,age,21
24378,county,2
24378,male,1
24378,race,2
24379,age,29
24379,county,2
24379,male,0
24379,race,2
24380,age,28
24380,county,2
24380,male,1
24380,race,2
24381,age,24
24381,county,2
24381,male,1
24381,race,2
24382,age,19
24382,county,2
24382,male,1
24382,race,2
24383,age,36
24383,county,2
24383,male,0
24383,race,2
24384,age,33
24384,county,2
24384,male,0
24384,race,2
24385,age,37
24385,county,2
24385,male,0
24385,race,2
24386,age,34
24386,county,2
24386,male,0
24386,race,2
24387,age,20
24387,county,2
24387,male,1
24387,race,2
24388,age,39
24388,county,2
24388,male,1
24388,race,2
24389,age,29
24389,county,2
24389,male,0
24389,race,2
24390,age,23
24390,county,2
24390,male,0
24390,race,2
24391,age,32
24391,county,2
24391,male,1
24391,race,2
24392,age,25
24392,county,2
24392,male,0
24392,race,2
24393,age,30
24393,county,2
24393,male,0
24393,race,2
24394,age,25
24394,county,2
24394,male,0
24394,race,2
24395,age,21
24395,county,2
24395,male,1
24395,race,2
24396,age,24
24396,county,2
24396,male,0
24396,race,2
24397,age,23
24397,county,2
24397,male,1
24397,race,2
24398,age,28
24398,county,2
24398,male,0
24398,race,2
24399,age,25
24399,county,2
24399,male,1
24399,race,2
24400,age,30
24400,county,2
24400,male,1
24400,race,2
24401,age,35
24401,county,2
24401,male,1
24401,race,2
24402,age,22
24402,county,2
24402,male,0
24402,race,2
24403,age,29
24403,county,2
24403,male,1
24403,race,2
24404,age,24
24404,county,2
24404,male,0
24404,race,2
24405,age,19
24405,county,2
24405,male,0
24405,race,2
24406,age,22
24406,county,2
24406,male,1
24406,race,2
24407,age,39
24407,county,2
24407,male,1
24407,race,2
24408,age,21
24408,county,2
24408,male,0
24408,race,2
24409,age,39
24409,county,2
24409,male,1
24409,race,2
24410,age,22
24410,county,2
24410,male,1
24410,race,2
24411,age,32
24411,county,2
24411,male,0
24411,race,2
24412,age,40
24412,county,2
24412,male,1
24412,race,2
24413,age,33
24413,county,2
24413,male,0
24413,race,2
24414,age,27
24414,county,2
24414,male,0
24414,race,2
24415,age,24
24415,county,2
24415,male,0
24415,race,2
24416,age,39
24416,county,2
24416,male,0
24416,race,2
24417,age,34
24417,county,2
24417,male,0
24417,race,2
24418,age,18
24418,county,2
24418,male,0
24418,race,2
24419,age,34
24419,county,2
24419,male,1
24419,race,2
24420,age,22
24420,county,2
24420,male,1
24420,race,2
24421,age,38
24421,county,2
24421,male,0
24421,race,2
24422,age,39
24422,county,2
24422,male,1
24422,race,2
24423,age,34
24423,county,2
24423,male,0
24423,race,2
24424,age,30
24424,county,2
24424,male,0
24424,race,2
24425,age,34
24425,county,2
24425,male,1
24425,race,2
24426,age,30
24426,county,2
24426,male,0
24426,race,2
24427,age,31
24427,county,2
24427,male,1
24427,race,2
24428,age,18
24428,county,2
24428,male,1
24428,race,2
24429,age,23
24429,county,2
24429,male,1
24429,race,2
24430,age,37
24430,county,2
24430,male,0
24430,race,2
24431,age,22
24431,county,2
24431,male,0
24431,race,2
24432,age,40
24432,county,2
24432,male,1
24432,race,2
24433,age,33
24433,county,2
24433,male,1
24433,race,2
24434,age,26
24434,county,2
24434,male,0
24434,race,2
24435,age,23
24435,county,2
24435,male,1
24435,race,2
24436,age,27
24436,county,2
24436,male,0
24436,race,2
24437,age,35
24437,county,2
24437,male,1
24437,race,2
24438,age,29
24438,county,2
24438,male,1
24438,race,2
24439,age,39
24439,county,2
24439,male,1
24439,race,2
24440,age,23
24440,county,2
24440,male,0
24440,race,2
24441,age,38
24441,county,2
24441,male,0
24441,race,2
24442,age,20
24442,county,2
24442,male,0
24442,race,2
24443,age,27
24443,county,2
24443,male,1
24443,race,2
24444,age,25
24444,county,2
24444,male,1
24444,race,2
24445,age,39
24445,county,2
24445,male,1
24445,race,2
24446,age,37
24446,county,2
24446,male,1
24446,race,2
24447,age,28
24447,county,2
24447,male,0
24447,race,2
24448,age,24
24448,county,2
24448,male,0
24448,race,2
24449,age,38
24449,county,2
24449,male,0
24449,race,2
24450,age,24
24450,county,2
24450,male,0
24450,race,2
24451,age,21
24451,county,2
24451,male,1
24451,race,2
24452,age,36
24452,county,2
24452,male,0
24452,race,2
24453,age,29
24453,county,2
24453,male,1
24453,race,2
24454,age,32
24454,county,2
24454,male,1
24454,race,2
24455,age,39
24455,county,2
24455,male,0
24455,race,2
24456,age,23
24456,county,2
24456,male,1
24456,race,2
24457,age,22
24457,county,2
24457,male,1
24457,race,2
24458,age,21
24458,county,2
24458,male,0
24458,race,2
24459,age,21
24459,county,2
24459,male,1
24459,race,2
24460,age,22
24460,county,2
24460,male,1
24460,race,2
24461,age,27
24461,county,2
24461,male,0
24461,race,2
24462,age,28
24462,county,2
24462,male,0
24462,race,2
24463,age,25
24463,county,2
24463,male,1
24463,race,2
24464,age,25
24464,county,2
24464,male,1
24464,race,2
24465,age,37
24465,county,2
24465,male,0
24465,race,2
24466,age,22
24466,county,2
24466,male,1
24466,race,2
24467,age,37
24467,county,2
24467,male,0
24467,race,2
24468,age,30
24468,county,2
24468,male,1
24468,race,2
24469,age,24
24469,county,2
24469,male,1
24469,race,2
24470,age,21
24470,county,2
24470,male,0
24470,race,2
24471,age,24
24471,county,2
24471,male,0
24471,race,2
24472,age,36
24472,county,2
24472,male,1
24472,race,2
24473,age,20
24473,county,2
24473,male,1
24473,race,2
24474,age,22
24474,county,2
24474,male,0
24474,race,2
24475,age,27
24475,county,2
24475,male,1
24475,race,2
24476,age,21
24476,county,2
24476,male,1
24476,race,2
24477,age,25
24477,county,2
24477,male,1
24477,race,2
24478,age,22
24478,county,2
24478,male,1
24478,race,2
24479,age,28
24479,county,2
24479,male,0
24479,race,2
24480,age,35
24480,county,2
24480,male,1
24480,race,2
24481,age,38
24481,county,2
24481,male,0
24481,race,2
24482,age,28
24482,county,2
24482,male,0
24482,race,2
24483,age,34
24483,county,2
24483,male,0
24483,race,2
24484,age,32
24484,county,2
24484,male,0
24484,race,2
24485,age,39
24485,county,2
24485,male,1
24485,race,2
24486,age,22
24486,county,2
24486,male,1
24486,race,2
24487,age,37
24487,county,2
24487,male,0
24487,race,2
24488,age,22
24488,county,2
24488,male,0
24488,race,2
24489,age,24
24489,county,2
24489,male,0
24489,race,2
24490,age,30
24490,county,2
24490,male,0
24490,race,2
24491,age,26
24491,county,2
24491,male,1
24491,race,2
24492,age,33
24492,county,2
24492,male,1
24492,race,2
24493,age,27
24493,county,2
24493,male,0
24493,race,2
24494,age,36
24494,county,2
24494,male,0
24494,race,2
24495,age,27
24495,county,2
24495,male,1
24495,race,2
24496,age,27
24496,county,2
24496,male,0
24496,race,2
24497,age,31
24497,county,2
24497,male,1
24497,race,2
24498,age,21
24498,county,2
24498,male,1
24498,race,2
24499,age,18
24499,county,2
24499,male,0
24499,race,2
24500,age,33
24500,county,2
24500,male,0
24500,race,2
24501,age,21
24501,county,2
24501,male,0
24501,race,2
24502,age,23
24502,county,2
24502,male,1
24502,race,2
24503,age,25
24503,county,2
24503,male,1
24503,race,2
24504,age,21
24504,county,2
24504,male,1
24504,race,2
24505,age,24
24505,county,2
24505,male,1
24505,race,2
24506,age,24
24506,county,2
24506,male,0
24506,race,2
24507,age,32
24507,county,2
24507,male,0
24507,race,2
24508,age,37
24508,county,2
24508,male,0
24508,race,2
24509,age,35
24509,county,2
24509,male,0
24509,race,2
24510,age,36
24510,county,2
24510,male,0
24510,race,2
24511,age,22
24511,county,2
24511,male,0
24511,race,2
24512,age,36
24512,county,2
24512,male,0
24512,race,2
24513,age,23
24513,county,2
24513,male,0
24513,race,2
24514,age,20
24514,county,2
24514,male,0
24514,race,2
24515,age,35
24515,county,2
24515,male,1
24515,race,2
24516,age,28
24516,county,2
24516,male,1
24516,race,2
24517,age,30
24517,county,2
24517,male,0
24517,race,2
24518,age,36
24518,county,2
24518,male,1
24518,race,2
24519,age,36
24519,county,2
24519,male,1
24519,race,2
24520,age,39
24520,county,2
24520,male,0
24520,race,2
24521,age,32
24521,county,2
24521,male,1
24521,race,2
24522,age,18
24522,county,2
24522,male,0
24522,race,2
24523,age,35
24523,county,2
24523,male,1
24523,race,2
24524,age,29
24524,county,2
24524,male,1
24524,race,2
24525,age,23
24525,county,2
24525,male,0
24525,race,2
24526,age,30
24526,county,2
24526,male,1
24526,race,2
24527,age,38
24527,county,2
24527,male,0
24527,race,2
24528,age,27
24528,county,2
24528,male,0
24528,race,2
24529,age,40
24529,county,2
24529,male,1
24529,race,2
24530,age,28
24530,county,2
24530,male,1
24530,race,2
24531,age,37
24531,county,2
24531,male,0
24531,race,2
24532,age,33
24532,county,2
24532,male,0
24532,race,2
24533,age,18
24533,county,2
24533,male,0
24533,race,2
24534,age,34
24534,county,2
24534,male,1
24534,race,2
24535,age,36
24535,county,2
24535,male,1
24535,race,2
24536,age,21
24536,county,2
24536,male,0
24536,race,2
24537,age,23
24537,county,2
24537,male,1
24537,race,2
24538,age,30
24538,county,2
24538,male,1
24538,race,2
24539,age,29
24539,county,2
24539,male,0
24539,race,2
24540,age,22
24540,county,2
24540,male,1
24540,race,2
24541,age,33
24541,county,2
24541,male,1
24541,race,2
24542,age,21
24542,county,2
24542,male,0
24542,race,2
24543,age,39
24543,county,2
24543,male,1
24543,race,2
24544,age,25
24544,county,2
24544,male,1
24544,race,2
24545,age,31
24545,county,2
24545,male,1
24545,race,2
24546,age,18
24546,county,2
24546,male,1
24546,race,2
24547,age,21
24547,county,2
24547,male,1
24547,race,2
24548,age,35
24548,county,2
24548,male,0
24548,race,2
24549,age,40
24549,county,2
24549,male,0
24549,race,2
24550,age,28
24550,county,2
24550,male,0
24550,race,2
24551,age,21
24551,county,2
24551,male,0
24551,race,2
24552,age,23
24552,county,2
24552,male,1
24552,race,2
24553,age,38
24553,county,2
24553,male,0
24553,race,2
24554,age,28
24554,county,2
24554,male,1
24554,race,2
24555,age,34
24555,county,2
24555,male,0
24555,race,2
24556,age,30
24556,county,2
24556,male,1
24556,race,2
24557,age,40
24557,county,2
24557,male,1
24557,race,2
24558,age,22
24558,county,2
24558,male,1
24558,race,2
24559,age,32
24559,county,2
24559,male,0
24559,race,2
24560,age,29
24560,county,2
24560,male,0
24560,race,2
24561,age,37
24561,county,2
24561,male,1
24561,race,2
24562,age,40
24562,county,2
24562,male,1
24562,race,2
24563,age,24
24563,county,2
24563,male,0
24563,race,2
24564,age,29
24564,county,2
24564,male,0
24564,race,2
24565,age,25
24565,county,2
24565,male,0
24565,race,2
24566,age,18
24566,county,2
24566,male,0
24566,race,2
24567,age,30
24567,county,2
24567,male,0
24567,race,2
24568,age,37
24568,county,2
24568,male,0
24568,race,2
24569,age,36
24569,county,2
24569,male,1
24569,race,2
24570,age,38
24570,county,2
24570,male,1
24570,race,2
24571,age,31
24571,county,2
24571,male,1
24571,race,2
24572,age,38
24572,county,2
24572,male,1
24572,race,2
24573,age,25
24573,county,2
24573,male,0
24573,race,2
24574,age,23
24574,county,2
24574,male,0
24574,race,2
24575,age,34
24575,county,2
24575,male,0
24575,race,2
24576,age,31
24576,county,2
24576,male,1
24576,race,2
24577,age,23
24577,county,2
24577,male,1
24577,race,2
24578,age,26
24578,county,2
24578,male,0
24578,race,2
24579,age,29
24579,county,2
24579,male,1
24579,race,2
24580,age,30
24580,county,2
24580,male,1
24580,race,2
24581,age,31
24581,county,2
24581,male,0
24581,race,2
24582,age,23
24582,county,2
24582,male,1
24582,race,2
24583,age,25
24583,county,2
24583,male,1
24583,race,2
24584,age,39
24584,county,2
24584,male,1
24584,race,2
24585,age,22
24585,county,2
24585,male,0
24585,race,2
24586,age,25
24586,county,2
24586,male,1
24586,race,2
24587,age,23
24587,county,2
24587,male,1
24587,race,2
24588,age,21
24588,county,2
24588,male,1
24588,race,2
24589,age,39
24589,county,2
24589,male,1
24589,race,2
24590,age,22
24590,county,2
24590,male,0
24590,race,2
24591,age,24
24591,county,2
24591,male,1
24591,race,2
24592,age,28
24592,county,2
24592,male,0
24592,race,2
24593,age,31
24593,county,2
24593,male,1
24593,race,2
24594,age,34
24594,county,2
24594,male,0
24594,race,2
24595,age,35
24595,county,2
24595,male,0
24595,race,2
24596,age,36
24596,county,2
24596,male,0
24596,race,2
24597,age,22
24597,county,2
24597,male,0
24597,race,2
24598,age,19
24598,county,2
24598,male,1
24598,race,2
24599,age,25
24599,county,2
24599,male,0
24599,race,2
24600,age,21
24600,county,2
24600,male,0
24600,race,2
24601,age,22
24601,county,2
24601,male,0
24601,race,2
24602,age,39
24602,county,2
24602,male,0
24602,race,2
24603,age,32
24603,county,2
24603,male,1
24603,race,2
24604,age,28
24604,county,2
24604,male,1
24604,race,2
24605,age,34
24605,county,2
24605,male,0
24605,race,2
24606,age,22
24606,county,2
24606,male,1
24606,race,2
24607,age,18
24607,county,2
24607,male,1
24607,race,2
24608,age,20
24608,county,2
24608,male,0
24608,race,2
24609,age,33
24609,county,2
24609,male,0
24609,race,2
24610,age,38
24610,county,2
24610,male,1
24610,race,2
24611,age,39
24611,county,2
24611,male,0
24611,race,2
24612,age,27
24612,county,2
24612,male,1
24612,race,2
24613,age,26
24613,county,2
24613,male,0
24613,race,2
24614,age,22
24614,county,2
24614,male,1
24614,race,2
24615,age,36
24615,county,2
24615,male,0
24615,race,2
24616,age,21
24616,county,2
24616,male,0
24616,race,2
24617,age,25
24617,county,2
24617,male,1
24617,race,2
24618,age,30
24618,county,2
24618,male,1
24618,race,2
24619,age,30
24619,county,2
24619,male,1
24619,race,2
24620,age,21
24620,county,2
24620,male,0
24620,race,2
24621,age,30
24621,county,2
24621,male,0
24621,race,2
24622,age,25
24622,county,2
24622,male,1
24622,race,2
24623,age,30
24623,county,2
24623,male,1
24623,race,2
24624,age,37
24624,county,2
24624,male,0
24624,race,2
24625,age,21
24625,county,2
24625,male,1
24625,race,2
24626,age,25
24626,county,2
24626,male,0
24626,race,2
24627,age,36
24627,county,2
24627,male,0
24627,race,2
24628,age,18
24628,county,2
24628,male,1
24628,race,2
24629,age,40
24629,county,2
24629,male,1
24629,race,2
24630,age,29
24630,county,2
24630,male,1
24630,race,2
24631,age,18
24631,county,2
24631,male,1
24631,race,2
24632,age,40
24632,county,2
24632,male,0
24632,race,2
24633,age,19
24633,county,2
24633,male,1
24633,race,2
24634,age,28
24634,county,2
24634,male,1
24634,race,2
24635,age,28
24635,county,2
24635,male,1
